open_time,open,high,low,close,volume,amount,close_time
1675180800000,23120.7200000000000000000000000000,23136.6900000000000000000000000000,23105.6800000000000000000000000000,23115.3700000000000000000000000000,41.82782400,967046.600000000000000000,1675181100000
1675181100000,23115.3700000000000000000000000000,23140.0000000000000000000000000000,23106.0400000000000000000000000000,23139.9700000000000000000000000000,40.07326700,926570.540000000000000000,1675181400000
1675181400000,23139.9700000000000000000000000000,23139.9700000000000000000000000000,23103.6800000000000000000000000000,23109.2800000000000000000000000000,62.99231300,1456056.920000000000000000,1675181700000
1675181700000,23109.2800000000000000000000000000,23132.3600000000000000000000000000,23108.3100000000000000000000000000,23120.8000000000000000000000000000,50.05724200,1157323.690000000000000000,1675182000000
1675182000000,23120.8000000000000000000000000000,23130.9200000000000000000000000000,23109.4100000000000000000000000000,23123.6600000000000000000000000000,56.22055700,1299845.110000000000000000,1675182300000
1675182300000,23123.6600000000000000000000000000,23125.4200000000000000000000000000,23112.4500000000000000000000000000,23123.5500000000000000000000000000,26.27601100,607484.060000000000000000,1675182600000
1675182600000,23123.5500000000000000000000000000,23154.6700000000000000000000000000,23121.4200000000000000000000000000,23153.5800000000000000000000000000,37.59022300,870089.100000000000000000,1675182900000
1675182900000,23153.5800000000000000000000000000,23212.7800000000000000000000000000,23148.9900000000000000000000000000,23171.9800000000000000000000000000,200.45811900,4648226.440000000000000000,1675183200000
1675183200000,23171.9800000000000000000000000000,23196.0500000000000000000000000000,23113.8000000000000000000000000000,23115.1500000000000000000000000000,106.53109900,2465595.160000000000000000,1675183500000
1675183500000,23115.1500000000000000000000000000,23127.1100000000000000000000000000,23097.1800000000000000000000000000,23099.8500000000000000000000000000,61.74907900,1427083.560000000000000000,1675183800000
1675183800000,23099.7900000000000000000000000000,23113.5500000000000000000000000000,23082.8800000000000000000000000000,23112.8200000000000000000000000000,37.55995200,867651.960000000000000000,1675184100000
1675184100000,23112.8100000000000000000000000000,23118.9500000000000000000000000000,23101.0100000000000000000000000000,23109.8900000000000000000000000000,36.89312600,852549.830000000000000000,1675184400000
1675184400000,23109.9100000000000000000000000000,23116.1700000000000000000000000000,23087.0500000000000000000000000000,23099.7100000000000000000000000000,217.15742700,5016277.920000000000000000,1675184700000
1675184700000,23099.7100000000000000000000000000,23114.2400000000000000000000000000,23095.2500000000000000000000000000,23105.7900000000000000000000000000,153.41647800,3544718.110000000000000000,1675185000000
1675185000000,23105.7900000000000000000000000000,23117.1800000000000000000000000000,23092.5900000000000000000000000000,23110.8300000000000000000000000000,187.36914600,4328869.960000000000000000,1675185300000
1675185300000,23110.8000000000000000000000000000,23129.5300000000000000000000000000,23102.8000000000000000000000000000,23128.5800000000000000000000000000,228.18135600,5275192.220000000000000000,1675185600000
1675185600000,23128.5800000000000000000000000000,23138.7900000000000000000000000000,23120.4500000000000000000000000000,23128.8500000000000000000000000000,215.24538000,4978747.810000000000000000,1675185900000
1675185900000,23128.8500000000000000000000000000,23140.0700000000000000000000000000,23123.7800000000000000000000000000,23135.4300000000000000000000000000,178.77119100,4135162.740000000000000000,1675186200000
1675186200000,23135.4300000000000000000000000000,23137.2200000000000000000000000000,23119.6600000000000000000000000000,23126.2100000000000000000000000000,158.71955700,3670823.310000000000000000,1675186500000
1675186500000,23126.2100000000000000000000000000,23164.3000000000000000000000000000,23126.2100000000000000000000000000,23150.4900000000000000000000000000,259.65545900,6011289.840000000000000000,1675186800000
1675186800000,23150.4900000000000000000000000000,23180.9200000000000000000000000000,23150.4900000000000000000000000000,23167.3900000000000000000000000000,124.77695100,2890944.150000000000000000,1675187100000
1675187100000,23167.3900000000000000000000000000,23175.8300000000000000000000000000,23156.4600000000000000000000000000,23157.2600000000000000000000000000,173.67100300,4022975.570000000000000000,1675187400000
1675187400000,23157.2600000000000000000000000000,23172.2700000000000000000000000000,23137.7700000000000000000000000000,23147.9400000000000000000000000000,242.79886600,5620739.580000000000000000,1675187700000
1675187700000,23147.9400000000000000000000000000,23153.6000000000000000000000000000,23142.4000000000000000000000000000,23153.3000000000000000000000000000,77.29526400,1789257.130000000000000000,1675188000000
