open_time,open,high,low,close,volume,amount,close_time
1680278400000,28494.5400000000000000000000000000,28541.0000000000000000000000000000,28477.0500000000000000000000000000,28539.9600000000000000000000000000,77.00497600,2195828.520000000000000000,1680278700000
1680278700000,28539.9600000000000000000000000000,28539.9600000000000000000000000000,28461.1200000000000000000000000000,28461.1200000000000000000000000000,118.62846100,3378790.560000000000000000,1680279000000
1680279000000,28461.1200000000000000000000000000,28477.3700000000000000000000000000,28439.8700000000000000000000000000,28453.5700000000000000000000000000,83.35193100,2371725.350000000000000000,1680279300000
1680279300000,28454.3500000000000000000000000000,28477.4100000000000000000000000000,28413.2400000000000000000000000000,28438.4600000000000000000000000000,73.31112200,2085405.930000000000000000,1680279600000
1680279600000,28438.4600000000000000000000000000,28460.0000000000000000000000000000,28404.2700000000000000000000000000,28417.2700000000000000000000000000,121.74427000,3461363.320000000000000000,1680279900000
1680279900000,28417.2700000000000000000000000000,28456.5400000000000000000000000000,28396.0500000000000000000000000000,28405.0500000000000000000000000000,124.97366800,3551350.210000000000000000,1680280200000
1680280200000,28405.0500000000000000000000000000,28410.6200000000000000000000000000,28380.9200000000000000000000000000,28396.1700000000000000000000000000,96.98445800,2753957.650000000000000000,1680280500000
1680280500000,28396.1700000000000000000000000000,28440.3700000000000000000000000000,28371.0700000000000000000000000000,28440.3700000000000000000000000000,141.72706500,4026054.120000000000000000,1680280800000
1680280800000,28440.3700000000000000000000000000,28461.6900000000000000000000000000,28371.6900000000000000000000000000,28378.5700000000000000000000000000,125.32655500,3561993.510000000000000000,1680281100000
1680281100000,28378.5700000000000000000000000000,28407.5600000000000000000000000000,28365.7700000000000000000000000000,28407.5600000000000000000000000000,49.43448100,1402915.730000000000000000,1680281400000
1680281400000,28407.5600000000000000000000000000,28430.2300000000000000000000000000,28399.4200000000000000000000000000,28403.2600000000000000000000000000,47.77309000,1357189.010000000000000000,1680281700000
1680281700000,28403.2600000000000000000000000000,28432.7800000000000000000000000000,28396.3200000000000000000000000000,28430.2600000000000000000000000000,87.16818100,2476460.460000000000000000,1680282000000
1680282000000,28430.2600000000000000000000000000,28433.2200000000000000000000000000,28400.0000000000000000000000000000,28407.8300000000000000000000000000,85.32848300,2424944.160000000000000000,1680282300000
1680282300000,28407.8300000000000000000000000000,28451.1900000000000000000000000000,28384.2900000000000000000000000000,28444.1000000000000000000000000000,65.75496700,1868719.140000000000000000,1680282600000
1680282600000,28444.1000000000000000000000000000,28472.2900000000000000000000000000,28423.4400000000000000000000000000,28424.0300000000000000000000000000,82.99943000,2360930.420000000000000000,1680282900000
1680282900000,28424.0300000000000000000000000000,28425.5300000000000000000000000000,28377.7300000000000000000000000000,28383.7000000000000000000000000000,69.58157300,1975693.580000000000000000,1680283200000
1680283200000,28383.7500000000000000000000000000,28399.4000000000000000000000000000,28374.1200000000000000000000000000,28388.8100000000000000000000000000,43.40467400,1232209.870000000000000000,1680283500000
1680283500000,28388.8100000000000000000000000000,28404.5400000000000000000000000000,28365.0100000000000000000000000000,28388.6200000000000000000000000000,85.17781300,2417848.680000000000000000,1680283800000
1680283800000,28388.6200000000000000000000000000,28394.8000000000000000000000000000,28326.5100000000000000000000000000,28337.7500000000000000000000000000,75.88950100,2151508.470000000000000000,1680284100000
1680284100000,28337.7500000000000000000000000000,28364.6000000000000000000000000000,28308.1900000000000000000000000000,28308.1900000000000000000000000000,145.85373500,4133909.720000000000000000,1680284400000
1680284400000,28308.1900000000000000000000000000,28323.3400000000000000000000000000,28276.1200000000000000000000000000,28282.3800000000000000000000000000,92.79589500,2626389.600000000000000000,1680284700000
1680284700000,28282.3800000000000000000000000000,28321.8800000000000000000000000000,28281.8700000000000000000000000000,28321.8800000000000000000000000000,69.64516900,1970974.630000000000000000,1680285000000
1680285000000,28321.8800000000000000000000000000,28321.8800000000000000000000000000,28282.1000000000000000000000000000,28289.3600000000000000000000000000,104.00321500,2943799.160000000000000000,1680285300000
1680285300000,28289.3600000000000000000000000000,28340.3100000000000000000000000000,28282.2500000000000000000000000000,28334.3000000000000000000000000000,76.76148800,2174134.140000000000000000,1680285600000
1680285600000,28334.3000000000000000000000000000,28349.5600000000000000000000000000,28321.3500000000000000000000000000,28349.5000000000000000000000000000,114.38106200,3240506.980000000000000000,1680285900000
1680285900000,28349.5000000000000000000000000000,28361.3500000000000000000000000000,28325.0000000000000000000000000000,28325.0000000000000000000000000000,111.13411100,3150179.930000000000000000,1680286200000
1680286200000,28325.0000000000000000000000000000,28328.8900000000000000000000000000,28316.3000000000000000000000000000,28316.5200000000000000000000000000,112.58243100,3188743.500000000000000000,1680286500000
1680286500000,28316.5200000000000000000000000000,28316.9500000000000000000000000000,28268.1900000000000000000000000000,28275.2400000000000000000000000000,125.30838600,3546071.520000000000000000,1680286800000
1680286800000,28275.2400000000000000000000000000,28312.4100000000000000000000000000,28267.6200000000000000000000000000,28294.7800000000000000000000000000,97.68819200,2763402.190000000000000000,1680287100000
1680287100000,28294.7800000000000000000000000000,28340.6000000000000000000000000000,28284.9200000000000000000000000000,28340.6000000000000000000000000000,132.80068500,3759786.900000000000000000,1680287400000
1680287400000,28340.6000000000000000000000000000,28355.6100000000000000000000000000,28324.4200000000000000000000000000,28340.0000000000000000000000000000,61.65688400,1747335.980000000000000000,1680287700000
1680287700000,28340.0000000000000000000000000000,28347.3200000000000000000000000000,28329.5600000000000000000000000000,28331.7600000000000000000000000000,108.01519800,3060748.940000000000000000,1680288000000
1680288000000,28331.7600000000000000000000000000,28385.4200000000000000000000000000,28331.2900000000000000000000000000,28385.4200000000000000000000000000,56.85921400,1611984.050000000000000000,1680288300000
1680288300000,28385.4200000000000000000000000000,28417.0100000000000000000000000000,28358.0600000000000000000000000000,28409.8600000000000000000000000000,125.35484900,3556990.440000000000000000,1680288600000
1680288600000,28409.8600000000000000000000000000,28409.8600000000000000000000000000,28358.2300000000000000000000000000,28359.4200000000000000000000000000,57.62987000,1635698.240000000000000000,1680288900000
1680288900000,28359.4100000000000000000000000000,28359.4400000000000000000000000000,28311.8700000000000000000000000000,28315.1200000000000000000000000000,76.63888600,2171432.590000000000000000,1680289200000
1680289200000,28315.1200000000000000000000000000,28349.6400000000000000000000000000,28291.3200000000000000000000000000,28296.7600000000000000000000000000,106.72369800,3023194.390000000000000000,1680289500000
1680289500000,28296.7600000000000000000000000000,28329.8400000000000000000000000000,28279.4100000000000000000000000000,28329.8400000000000000000000000000,65.28963900,1847742.720000000000000000,1680289800000
1680289800000,28329.8400000000000000000000000000,28346.2700000000000000000000000000,28320.5800000000000000000000000000,28342.9200000000000000000000000000,95.79617100,2714815.180000000000000000,1680290100000
1680290100000,28342.7400000000000000000000000000,28352.9600000000000000000000000000,28311.6600000000000000000000000000,28315.4500000000000000000000000000,71.51437400,2026515.800000000000000000,1680290400000
1680290400000,28315.4500000000000000000000000000,28376.3000000000000000000000000000,28315.4500000000000000000000000000,28371.6900000000000000000000000000,20.05621700,568902.570000000000000000,1680290700000
1680290700000,28371.6900000000000000000000000000,28409.6400000000000000000000000000,28363.1500000000000000000000000000,28404.9200000000000000000000000000,50.32429900,1427876.320000000000000000,1680291000000
1680291000000,28404.9200000000000000000000000000,28448.2100000000000000000000000000,28400.8900000000000000000000000000,28407.3800000000000000000000000000,71.20889200,2023338.940000000000000000,1680291300000
1680291300000,28407.3800000000000000000000000000,28510.9800000000000000000000000000,28392.3200000000000000000000000000,28480.6900000000000000000000000000,99.60871800,2835872.630000000000000000,1680291600000
1680291600000,28480.6900000000000000000000000000,28489.9500000000000000000000000000,28440.4100000000000000000000000000,28440.4100000000000000000000000000,142.48581000,4055341.330000000000000000,1680291900000
1680291900000,28440.4100000000000000000000000000,28467.7100000000000000000000000000,28422.0000000000000000000000000000,28422.0000000000000000000000000000,73.60610500,2093216.230000000000000000,1680292200000
1680292200000,28422.0100000000000000000000000000,28489.3800000000000000000000000000,28419.5400000000000000000000000000,28483.4800000000000000000000000000,106.73497500,3035677.960000000000000000,1680292500000
1680292500000,28483.4800000000000000000000000000,28500.1400000000000000000000000000,28455.4800000000000000000000000000,28463.5800000000000000000000000000,126.66157100,3607418.280000000000000000,1680292800000
1680292800000,28463.5800000000000000000000000000,28468.3600000000000000000000000000,28397.0500000000000000000000000000,28419.8500000000000000000000000000,94.64678500,2690599.250000000000000000,1680293100000
1680293100000,28419.8500000000000000000000000000,28423.7900000000000000000000000000,28397.5700000000000000000000000000,28400.1200000000000000000000000000,130.94768700,3720183.950000000000000000,1680293400000
1680293400000,28400.1200000000000000000000000000,28419.7100000000000000000000000000,28392.6300000000000000000000000000,28411.7900000000000000000000000000,87.13438700,2474925.940000000000000000,1680293700000
1680293700000,28411.7900000000000000000000000000,28413.6300000000000000000000000000,28369.4600000000000000000000000000,28390.3300000000000000000000000000,70.53829600,2002059.420000000000000000,1680294000000
1680294000000,28390.3300000000000000000000000000,28407.9100000000000000000000000000,28337.9100000000000000000000000000,28345.4300000000000000000000000000,72.87254000,2068233.530000000000000000,1680294300000
1680294300000,28345.4300000000000000000000000000,28369.9700000000000000000000000000,28345.4200000000000000000000000000,28362.2600000000000000000000000000,108.16462400,3067324.280000000000000000,1680294600000
1680294600000,28362.2700000000000000000000000000,28391.5200000000000000000000000000,28342.9600000000000000000000000000,28390.6400000000000000000000000000,81.96774200,2324350.320000000000000000,1680294900000
1680294900000,28390.6400000000000000000000000000,28460.0100000000000000000000000000,28386.1000000000000000000000000000,28420.9900000000000000000000000000,108.62455700,3087349.140000000000000000,1680295200000
1680295200000,28420.9900000000000000000000000000,28442.9500000000000000000000000000,28417.8700000000000000000000000000,28442.7300000000000000000000000000,83.78370700,2381454.720000000000000000,1680295500000
1680295500000,28442.7200000000000000000000000000,28474.1800000000000000000000000000,28421.2300000000000000000000000000,28462.5600000000000000000000000000,92.14354000,2620940.800000000000000000,1680295800000
1680295800000,28462.5600000000000000000000000000,28470.6300000000000000000000000000,28420.4200000000000000000000000000,28439.9700000000000000000000000000,82.60120800,2349669.830000000000000000,1680296100000
1680296100000,28439.9800000000000000000000000000,28441.1400000000000000000000000000,28371.6900000000000000000000000000,28391.9500000000000000000000000000,82.15420500,2334312.760000000000000000,1680296400000
1680296400000,28391.9400000000000000000000000000,28409.7200000000000000000000000000,28366.4000000000000000000000000000,28386.5800000000000000000000000000,88.72072200,2517953.520000000000000000,1680296700000
1680296700000,28386.5800000000000000000000000000,28402.9600000000000000000000000000,28383.3600000000000000000000000000,28392.6100000000000000000000000000,118.83148100,3373974.510000000000000000,1680297000000
1680297000000,28392.6100000000000000000000000000,28394.5400000000000000000000000000,28386.5100000000000000000000000000,28390.3800000000000000000000000000,27.50313700,780888.690000000000000000,1680297300000
1680297300000,28390.3800000000000000000000000000,28409.8800000000000000000000000000,28390.3800000000000000000000000000,28402.4500000000000000000000000000,85.28409800,2422374.630000000000000000,1680297600000
1680297600000,28402.4500000000000000000000000000,28448.8500000000000000000000000000,28398.8100000000000000000000000000,28447.3300000000000000000000000000,141.14049100,4011722.330000000000000000,1680297900000
1680297900000,28447.3300000000000000000000000000,28461.7500000000000000000000000000,28440.7900000000000000000000000000,28441.4400000000000000000000000000,181.99828600,5177698.660000000000000000,1680298200000
1680298200000,28441.2300000000000000000000000000,28453.0500000000000000000000000000,28437.8800000000000000000000000000,28453.0500000000000000000000000000,142.71367400,4059190.450000000000000000,1680298500000
1680298500000,28453.0500000000000000000000000000,28500.0200000000000000000000000000,28453.0500000000000000000000000000,28492.8200000000000000000000000000,98.26305700,2799188.290000000000000000,1680298800000
1680298800000,28492.8200000000000000000000000000,28501.5900000000000000000000000000,28475.4400000000000000000000000000,28499.9000000000000000000000000000,149.01260600,4246369.280000000000000000,1680299100000
1680299100000,28500.1800000000000000000000000000,28511.4700000000000000000000000000,28467.2100000000000000000000000000,28509.8700000000000000000000000000,118.74110500,3384018.510000000000000000,1680299400000
1680299400000,28509.8700000000000000000000000000,28591.1900000000000000000000000000,28467.2600000000000000000000000000,28517.2500000000000000000000000000,109.07144000,3110125.860000000000000000,1680299700000
1680299700000,28517.2500000000000000000000000000,28517.7400000000000000000000000000,28466.1000000000000000000000000000,28477.9200000000000000000000000000,28.54816900,813157.890000000000000000,1680300000000
1680300000000,28477.9200000000000000000000000000,28483.6000000000000000000000000000,28442.1000000000000000000000000000,28469.0200000000000000000000000000,139.69142100,3976423.030000000000000000,1680300300000
1680300300000,28469.0200000000000000000000000000,28517.5600000000000000000000000000,28469.0200000000000000000000000000,28497.4000000000000000000000000000,123.78303600,3528000.620000000000000000,1680300600000
1680300600000,28497.4000000000000000000000000000,28533.4800000000000000000000000000,28484.4000000000000000000000000000,28484.5300000000000000000000000000,124.01926800,3535440.490000000000000000,1680300900000
1680300900000,28484.5300000000000000000000000000,28577.1300000000000000000000000000,28484.4900000000000000000000000000,28577.1300000000000000000000000000,103.46213800,2950287.230000000000000000,1680301200000
1680301200000,28577.1300000000000000000000000000,28602.7100000000000000000000000000,28541.8200000000000000000000000000,28599.5300000000000000000000000000,120.39621600,3440436.160000000000000000,1680301500000
1680301500000,28599.5300000000000000000000000000,28599.5900000000000000000000000000,28557.9900000000000000000000000000,28568.9100000000000000000000000000,48.66651500,1389990.290000000000000000,1680301800000
1680301800000,28568.9100000000000000000000000000,28569.5100000000000000000000000000,28537.3500000000000000000000000000,28545.3600000000000000000000000000,83.58314100,2386600.150000000000000000,1680302100000
1680302100000,28545.3600000000000000000000000000,28629.3500000000000000000000000000,28534.2500000000000000000000000000,28597.8200000000000000000000000000,137.16580900,3918984.260000000000000000,1680302400000
1680302400000,28597.8200000000000000000000000000,28608.3400000000000000000000000000,28565.6200000000000000000000000000,28566.7500000000000000000000000000,136.76508200,3908484.380000000000000000,1680302700000
1680302700000,28566.7500000000000000000000000000,28590.7600000000000000000000000000,28543.9800000000000000000000000000,28556.7300000000000000000000000000,189.57790800,5415510.750000000000000000,1680303000000
1680303000000,28556.7300000000000000000000000000,28575.7500000000000000000000000000,28553.5200000000000000000000000000,28568.0000000000000000000000000000,141.24044100,4034804.410000000000000000,1680303300000
1680303300000,28568.0000000000000000000000000000,28587.6100000000000000000000000000,28564.7500000000000000000000000000,28570.0700000000000000000000000000,121.99711300,3485579.040000000000000000,1680303600000
1680303600000,28570.0700000000000000000000000000,28587.8500000000000000000000000000,28546.5000000000000000000000000000,28583.4200000000000000000000000000,96.45201300,2755176.800000000000000000,1680303900000
1680303900000,28583.4200000000000000000000000000,28595.5100000000000000000000000000,28561.3100000000000000000000000000,28561.3100000000000000000000000000,98.90255900,2826990.310000000000000000,1680304200000
1680304200000,28561.3100000000000000000000000000,28561.3100000000000000000000000000,28529.3300000000000000000000000000,28529.3300000000000000000000000000,71.28060200,2034876.860000000000000000,1680304500000
1680304500000,28529.3300000000000000000000000000,28547.6400000000000000000000000000,28518.8900000000000000000000000000,28518.8900000000000000000000000000,65.88717600,1880108.970000000000000000,1680304800000
1680304800000,28518.8900000000000000000000000000,28539.2900000000000000000000000000,28513.1900000000000000000000000000,28520.7500000000000000000000000000,61.23133700,1746820.580000000000000000,1680305100000
1680305100000,28520.7500000000000000000000000000,28551.9100000000000000000000000000,28520.2300000000000000000000000000,28551.5000000000000000000000000000,82.14750200,2344621.580000000000000000,1680305400000
1680305400000,28551.5000000000000000000000000000,28555.0400000000000000000000000000,28516.9100000000000000000000000000,28517.1600000000000000000000000000,121.70175300,3471921.770000000000000000,1680305700000
1680305700000,28517.1600000000000000000000000000,28531.3400000000000000000000000000,28516.8500000000000000000000000000,28523.4100000000000000000000000000,85.67997800,2444094.900000000000000000,1680306000000
1680306000000,28523.4100000000000000000000000000,28525.1000000000000000000000000000,28467.1400000000000000000000000000,28471.7900000000000000000000000000,129.65406100,3694791.230000000000000000,1680306300000
1680306300000,28471.7900000000000000000000000000,28499.3000000000000000000000000000,28471.4600000000000000000000000000,28498.9000000000000000000000000000,145.96571000,4158895.070000000000000000,1680306600000
1680306600000,28498.9000000000000000000000000000,28499.3200000000000000000000000000,28466.7900000000000000000000000000,28466.7900000000000000000000000000,60.53677500,1724097.150000000000000000,1680306900000
1680306900000,28466.7900000000000000000000000000,28483.2000000000000000000000000000,28465.6800000000000000000000000000,28465.6800000000000000000000000000,110.31342400,3141100.870000000000000000,1680307200000
1680307200000,28465.6800000000000000000000000000,28481.4200000000000000000000000000,28448.8000000000000000000000000000,28452.7900000000000000000000000000,89.70820600,2554099.470000000000000000,1680307500000
1680307500000,28452.7900000000000000000000000000,28494.1500000000000000000000000000,28451.4800000000000000000000000000,28494.1500000000000000000000000000,82.74473400,2356448.860000000000000000,1680307800000
1680307800000,28494.1500000000000000000000000000,28499.8900000000000000000000000000,28479.3300000000000000000000000000,28499.8500000000000000000000000000,114.41937400,3259307.620000000000000000,1680308100000
1680308100000,28499.8500000000000000000000000000,28547.0900000000000000000000000000,28499.8500000000000000000000000000,28540.4700000000000000000000000000,65.19132600,1859022.130000000000000000,1680308400000
1680308400000,28540.4700000000000000000000000000,28540.9500000000000000000000000000,28470.0700000000000000000000000000,28481.2200000000000000000000000000,97.26834400,2773215.610000000000000000,1680308700000
1680308700000,28481.1800000000000000000000000000,28508.0500000000000000000000000000,28473.0300000000000000000000000000,28488.4300000000000000000000000000,46.77549200,1332369.040000000000000000,1680309000000
