open_time,open,high,low,close,volume,amount,close_time
1677600000000,23519.1800000000000000000000000000,23560.1300000000000000000000000000,23518.0200000000000000000000000000,23543.2600000000000000000000000000,25.98891200,611970.030000000000000000,1677600300000
1677600300000,23543.2600000000000000000000000000,23597.3500000000000000000000000000,23542.1600000000000000000000000000,23566.1000000000000000000000000000,46.26421100,1091219.870000000000000000,1677600600000
1677600600000,23566.1000000000000000000000000000,23577.8400000000000000000000000000,23499.3400000000000000000000000000,23506.2700000000000000000000000000,43.09757000,1013853.030000000000000000,1677600900000
1677600900000,23506.2700000000000000000000000000,23532.6400000000000000000000000000,23482.6700000000000000000000000000,23489.7700000000000000000000000000,58.84068700,1382979.330000000000000000,1677601200000
1677601200000,23489.7700000000000000000000000000,23514.8000000000000000000000000000,23461.0300000000000000000000000000,23479.6700000000000000000000000000,53.57525900,1258395.070000000000000000,1677601500000
1677601500000,23479.6700000000000000000000000000,23513.2000000000000000000000000000,23464.9900000000000000000000000000,23488.3400000000000000000000000000,98.63756100,2317428.440000000000000000,1677601800000
1677601800000,23488.3400000000000000000000000000,23499.2600000000000000000000000000,23465.2900000000000000000000000000,23469.9300000000000000000000000000,117.40323400,2756968.680000000000000000,1677602100000
1677602100000,23469.9300000000000000000000000000,23486.4700000000000000000000000000,23454.6400000000000000000000000000,23466.4000000000000000000000000000,17.78970000,417476.930000000000000000,1677602400000
1677602400000,23466.4000000000000000000000000000,23469.3000000000000000000000000000,23450.1800000000000000000000000000,23450.5000000000000000000000000000,40.59982100,952414.630000000000000000,1677602700000
1677602700000,23450.5000000000000000000000000000,23458.3600000000000000000000000000,23427.3400000000000000000000000000,23458.3600000000000000000000000000,69.26327700,1623548.700000000000000000,1677603000000
1677603000000,23458.3600000000000000000000000000,23477.1700000000000000000000000000,23436.6800000000000000000000000000,23468.7500000000000000000000000000,67.98140800,1594280.470000000000000000,1677603300000
1677603300000,23468.7500000000000000000000000000,23475.0900000000000000000000000000,23436.4700000000000000000000000000,23455.8700000000000000000000000000,63.69122300,1493989.120000000000000000,1677603600000
1677603600000,23455.8700000000000000000000000000,23475.9400000000000000000000000000,23449.2300000000000000000000000000,23451.6600000000000000000000000000,41.22278200,967280.350000000000000000,1677603900000
